,id,name,date,text,location
194,1153745210511257601,marketcycles,Tue Jul 23 19:14:28 +0000 2019,Spdr Gold Shares $GLD Technical Update https://t.co/n7yK7OTcuE Trading Plans Too.,La Jolla
195,1153744515162767360,_fabrizi_,Tue Jul 23 19:11:42 +0000 2019,"I'm picking just a few baskets and going balls deep for the next few years. Lets go! $BTC $ADA heavy on the crypto side, $GLD $SLV &amp; $URA heavy on the commodity side.

Suit up, this is a fucking moon mission team!🚀🌑",
196,1153744419507621893,OrdOracle,Tue Jul 23 19:11:19 +0000 2019,"A potential Elliott Wave ""ABC"" may be forming on $GDX.  Its common for leg ""A"" and ""B"" to be equal. If that is the case here then would give target near 31.00.  31.00 is the 2016 high and a natural resistance area.  $GDXJ $gold $gld $XAU https://t.co/kYXolSjKaE","Lincoln, Nebraska"
197,1153744291635879939,kirillklip,Tue Jul 23 19:10:49 +0000 2019,"#Gold And Snowflakes Before The Avalanche: Something 's Broken, Something Unspoken: ""After a $354 Billion U.S. Bailout, Germany’s Deutsche Bank Still Has $49 Trillion in Derivatives."" https://t.co/7anwnqPDHe 

$GLD $GDX $DB $GS $SLV https://t.co/oA2NTYOg9a","Planet #Earth, mostly."
198,1153744190687326208,WizOfOps,Tue Jul 23 19:10:25 +0000 2019,"Sold the $GLD position a little earlier at a small gain. Would consider re-entering, but it broke a support so I sold it.",United States
199,1153743790286524418,kirillklip,Tue Jul 23 19:08:49 +0000 2019,"$GS thinks ""Yen is better than #Gold""

Derivatives ""nuclear financial bombs"" - WMD on the Wall Street  

Deutsche Bank - $49 trillion - 2018 annual report. 
JPMorgan Chase - $48 trillion
Citigroup -  $47 trillion
Goldman Sachs - $42 trillion

https://t.co/7anwnqPDHe $DB #ECB $GLD https://t.co/h6iX7DuGUx","Planet #Earth, mostly."
200,1153743341609205761,cabroncita,Tue Jul 23 19:07:02 +0000 2019,$NXXGF $NXS.V  Nexus Gold is a Vancouver-based gold exploration and development company with a portf  $NXXGF $NXS $GOLD https://t.co/2FBlMPmg5x,
201,1153743266904465408,cabroncita,Tue Jul 23 19:06:45 +0000 2019,$NXXGF $NXS.V  Nexus Gold is a Vancouver-based gold exploration and development company with a portf  $NXXGF $NXS $GOLD https://t.co/rgUyA10WLy,
202,1153742888540495872,ronald_rhd64,Tue Jul 23 19:05:14 +0000 2019,"I would not just skim thru this. Take the time.  Focus, take notes and learn a useful lesson that can help you for life.  Yes for life!  Not a bad idea to read thru after market hours $spx $qqq $aapl $bynd $gld https://t.co/0ij1SO3KrK",
203,1153742503448862720,cryptologist341,Tue Jul 23 19:03:42 +0000 2019,"$NXXGF $NXS.v  

Nexus Gold Enters LOI to Acquire Multi-Project West African Gold Portfolio (link: https://t.co/nTmIGraf1m…

$MGMA $TTCM $ARREF $FFMGF $SIML $BMIX $VSTR $STKXF $LMRMF $PBEC $SLV $GOLD $AUY $MUX $KGC $NEM $GLD $GDX $DUST

#Stocks #Gold #Pennystocks #News https://t.co/yYhhwJIHQp",United States 
204,1153742453691674625,munchies360,Tue Jul 23 19:03:31 +0000 2019,"I would not just skim thru this. Take the time.  Focus, take notes and learn a useful lesson that can help you for life.  Yes for life!  Not a bad idea to read thru after market hours $spx $qqq $aapl $bynd $gld https://t.co/0ij1SO3KrK",Bay area
205,1153741976757342210,BrianDColwell,Tue Jul 23 19:01:37 +0000 2019,"Stocks - S&amp;P500 $ES_f - up
Bonds - Long-term Treasuries $TLT - down
Precious Metals - Gold $GLD - down
Cryptocurrencies - Bitcoin $BTC - down

Is #Bitcoin a risk-asset (like stocks) or a flight-to-safety-asset (like gold)?",muh RV
206,1153741942422941702,Drugdoctor2014,Tue Jul 23 19:01:29 +0000 2019,$VISL $1.05 - 1st GRN Day in 9 days! REVERSAL-Daytrader-Delight! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS  $IBM $MSFT $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA  $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC $DVMT $DOV $DST $ATVI $EA $MU $PYPL https://t.co/b6FmkL99iZ,"Suwanee, GA"
207,1153741679163301889,AktienTrader1,Tue Jul 23 19:00:26 +0000 2019,"Take Profit on Gold Resource: +21,8% and +0,44% per day 
The Gold-Rally seems to be over. 
#Gold $Gold #GoldBugs #GoldETF #GoldChart  #GoldTrading #GoldInvesting #XetraGold #Goldmines #Silver #Mines $GORO https://t.co/GCBhf4FbE0",Deutschland
208,1153741395519258624,HMCS_NCSM_YORK,Tue Jul 23 18:59:18 +0000 2019,"Windsor ✅ next stop Goderich, ON (July 26 to 29)! #GLD 

- “She (@HMCS_NCSMORIOLE ) is definitely special,” said the tall ship’s Commanding Officer Lt.-Cmdr. Drew Foran on Friday. “The majority of people are impressed by what it looks like. It’s a very romantic looking boat.” https://t.co/1igPhaUY9h","Greater Toronto Area, Canada"
209,1153741002135482368,ComatoseMeat,Tue Jul 23 18:57:45 +0000 2019,"Black Hole in Global Banking is Being Exposed….Does This Fed Data Fail to Include Shadow/Gray Banking Risks? &gt; https://t.co/LgTqTppUMN

$SPY $GLD $SLV $BND $XLF #SP500 #gold #silver #stockstotrade #banks",
210,1153740561892773888,TheArmenianDad,Tue Jul 23 18:56:00 +0000 2019,Nice $10 drop from the short setup I posted in $GOLD yesterday. Im still looking for 1395 but would scale some out if short. This is one of my favorite setups on all time frames-price attempts a break out to a new high on weak momentum (divergence) only to fail within a few bars https://t.co/3mhqKA8jWt,"California, USA"
211,1153740523263295488,RedinaDeepState,Tue Jul 23 18:55:50 +0000 2019,"Black Hole in Global Banking is Being Exposed….Does This Fed Data Fail to Include Shadow/Gray Banking Risks? &gt; https://t.co/LgTqTppUMN

$SPY $GLD $SLV $BND $XLF #SP500 #gold #silver #stockstotrade #banks",Earth
212,1153740233176944641,swingtrader19,Tue Jul 23 18:54:41 +0000 2019,$VXX $TLT $GLD $TVIX Fear and volatility staring at newer lows .. $SPY $QQQ,"Illinois, USA"
213,1153740149718704134,MarkSchoeff,Tue Jul 23 18:54:21 +0000 2019,Low-cost gold ETFs introduce new fiduciary challenge for financial advisers $GLD $GLDM $BAR $AAAU $IAU https://t.co/NTgVriMwgu via @investmentnews,"Washington, D.C."
214,1153739539518754817,NealSampat,Tue Jul 23 18:51:56 +0000 2019,@no_pullbacks Credit where credit is due - $GLD is pulling back on a stronger dollar. Will have to adjust some positions this week because of that,"Atlanta, GA"
215,1153739289534054403,OfficialMining,Tue Jul 23 18:50:56 +0000 2019,"How to Profit from the Electric Vehicle (EV) Revolution in 2019

https://t.co/fY95yiEEu5
$REMX $UURAF  $ABX $AEM $KGC $AUY $EGO $WPM $CDE $FTMNF $TECK $RIO $NGD $GSV $GG $AUY $IAG $EGO $NEM $EGO $GFI $BVN $NCMGY $HMY $GOLD $BKH $MDU $STR $CNP $DUK $XEL $PNM $NWE $ATO $NI $SO $AEP https://t.co/9wHonehIiE","Denver, CO"
216,1153738849505435650,kylebitcoin,Tue Jul 23 18:49:11 +0000 2019,"$GOLD looking slippery as fuck once again, closed for some small profit earlier, the long will come.",England.
217,1153738530834866176,1Cecilia1967,Tue Jul 23 18:47:55 +0000 2019,"the perfect thing for Ray and $GOLD ..a retrace back to 1350 - 1325 ..

he will be right ..stocks will be wrong https://t.co/HqAys2nzYX",D.R. & S.A.
218,1153738446352965632,StartBitcoinOK,Tue Jul 23 18:47:35 +0000 2019,EUR/USD falls to one-month low as dollar extends gains #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold ➡️ https://t.co/gIdJeGMLBx,
219,1153738314849103872,OfficialMining,Tue Jul 23 18:47:04 +0000 2019,"Chesapeake Energy Corporation  $CHK Market Cap $2.7 Billion.  As of December 31, 2016, it owned interests in approximately 22,700 #oil and #naturalgas wells.  

*Morgan Stanley Buy 06/28/19$2.75

$GLD $EEM $AGG $LQD $HYG $DBC $EFA $IWM $SPY $QQQ $AMLP $VNQ $USO $BTC  $UURAF https://t.co/8KfNsX3CAN","Denver, CO"
220,1153738097403805696,cfraresearch,Tue Jul 23 18:46:12 +0000 2019,For #advisors there's a lot of strong and cheaper #ETF alternatives to $GLD. @BenjiWriter @cfraresearch discuss $IAU $GLDM $BAR $AAAU that are gaining scale and liquidity. https://t.co/anyGsO3kha,"New York, NY"
221,1153737975982907394,each1tweet1,Tue Jul 23 18:45:43 +0000 2019,"Claim FREE Zcash for watching videos – current returns: 0.0032 $ZEC daily

https://t.co/ZErKdRZdFQ

$EB3 $DRAGON $RIDE $CPN $U $MED $LUN $POLL $GLD $XMY $EAC $REV $BIP $CRT $ANI $BITOK $IOC $CREDO $ZER $GPL $TRST $808 $OCEAN $GRC",
222,1153737403489824769,OfficialMining,Tue Jul 23 18:43:27 +0000 2019,Rare Earths in the US-China Trade War https://t.co/VWJg1yNafa $GLD $EEM $AGG $LQD $HYG $DBC $EFA $IWM $SPY $QQQ $AMLP $VNQ $USO $BTC  $UURAF $REE $AVL $SPX $DIA $VIX,"Denver, CO"
223,1153737401992384513,OfficialMining,Tue Jul 23 18:43:26 +0000 2019,"Pentagon races to track U.S. rare earths output amid China trade dispute
https://t.co/nqydFZHYG0 $GLD $EEM $AGG $LQD $HYG $DBC $EFA $IWM $SPY $QQQ $AMLP $VNQ $USO $BTC  $UURAF $REE $AVL $SPX $DIA $VIX","Denver, CO"
224,1153736265419972609,OfficialMining,Tue Jul 23 18:38:55 +0000 2019,"Trump tells Pentagon to find better sources of rare earth magnet
https://t.co/d4RYeScYLs $LIT $FAN $TAN $SLV $REMX $UURAF $GLD $EEM $AGG $LQD $HYG $DBC $EFA $IWM $SPY $QQQ $AMLP $VNQ $USO $BTC","Denver, CO"
225,1153736263679262726,OfficialMining,Tue Jul 23 18:38:55 +0000 2019,China Sends America Another Warning On Rare Earths -- Seriously!  https://t.co/CfLP0pjJwf $LIT $FAN $TAN $SLV $REMX $UURAF $GLD $EEM $AGG $LQD $HYG $DBC $EFA $IWM $SPY $QQQ $AMLP $VNQ $USO $BTC,"Denver, CO"
226,1153736261955399680,OfficialMining,Tue Jul 23 18:38:54 +0000 2019,The U.S. rare earths saga continues… https://t.co/3txLXiJKuw $LIT $FAN $TAN $SLV $REMX $UURAF $GLD $EEM $AGG $LQD $HYG $DBC $EFA $IWM $SPY $QQQ $AMLP $VNQ $USO $BTC,"Denver, CO"
227,1153735466656702464,st9570,Tue Jul 23 18:35:45 +0000 2019,Nice $10 drop from the short setup I posted in $GOLD yesterday. Im still looking for 1395 but would scale some out if short. This is one of my favorite setups on all time frames-price attempts a break out to a new high on weak momentum (divergence) only to fail within a few bars https://t.co/3mhqKA8jWt,
228,1153735456640688128,i_Know_First,Tue Jul 23 18:35:42 +0000 2019,"Weekly Stock Market Review: 
✅ Week #30 ✅
In A Gold Rush Sell Shovels S&amp;P 500: Near-Term Consolidation Within Long-Term Uptrend
https://t.co/8dOATj30fA 

$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq https://t.co/628tSm4KJd",
229,1153735339141472256,ToddCFRA,Tue Jul 23 18:35:14 +0000 2019,For #advisors there's a lot of strong and cheaper #ETF alternatives to $GLD. @BenjiWriter @cfraresearch discuss $IAU $GLDM $BAR $AAAU that are gaining scale and liquidity. https://t.co/anyGsO3kha,New York
230,1153733926155931649,CHARTING_201,Tue Jul 23 18:29:37 +0000 2019,@AdamMancini4 $GC $GLD $GOLD D rising wedge https://t.co/3gSK5Wpjh2,
231,1153733764725391361,armour_brad,Tue Jul 23 18:28:59 +0000 2019,"$SILVER q
Has also BO on the quarterly; timely.
As said a week ago, now it is game on also for silver. And as said a month ago when $GOLD BO, pm has now entered the second phase of the bull market.
Silver will BO of that c&amp;h at 38 using closing prices, not 50 as is thrown around. https://t.co/hAHd165L9v",U.S.A. 
232,1153733478514679808,BenjiWriter,Tue Jul 23 18:27:51 +0000 2019,Low-cost gold ETFs introduce new fiduciary challenge for financial advisers $GLD $GLDM $BAR $AAAU $IAU https://t.co/NTgVriMwgu via @investmentnews,
233,1153733043007262720,ArcadiaEconomic,Tue Jul 23 18:26:07 +0000 2019,"#Silver market update with James Anderson of SD Bullion....

Big whale, falling supply, and #WarrenBuffett's silver position...

https://t.co/2nxI4CzQQB

#gold #preciousmetals $slv $gld #commodities #stockmarket #interestrates #miners","Denver, CO"
234,1153732147460501504,StartBitcoinOK,Tue Jul 23 18:22:33 +0000 2019,Ripple Price (XRP) Could Retest $0.3000 Before Fresh Rise #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold ➡️ https://t.co/n9iMFzWKj8 https://t.co/CH63BkHWhc,
235,1153732141852680192,StartBitcoinOK,Tue Jul 23 18:22:32 +0000 2019,Links (7/22/19) #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold ➡️ https://t.co/Syvbkhfub9,
236,1153732138031697921,StartBitcoinOK,Tue Jul 23 18:22:31 +0000 2019,Salt Lake Potash new tenements will de-risk Lake Way Sulphate of Potash Project #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold ➡️ https://t.co/lgw73CSK67,
237,1153730995482451969,StockMarketStar,Tue Jul 23 18:17:59 +0000 2019,"I would not just skim thru this. Take the time.  Focus, take notes and learn a useful lesson that can help you for life.  Yes for life!  Not a bad idea to read thru after market hours $spx $qqq $aapl $bynd $gld https://t.co/0ij1SO3KrK",
238,1153730987727163393,Guldbubblan,Tue Jul 23 18:17:57 +0000 2019,"$GOLD 4h
That sure looks like a double backtest as of now. https://t.co/g3nua0w6AW",
239,1153730969893052423,Iangroome,Tue Jul 23 18:17:53 +0000 2019,Nice $10 drop from the short setup I posted in $GOLD yesterday. Im still looking for 1395 but would scale some out if short. This is one of my favorite setups on all time frames-price attempts a break out to a new high on weak momentum (divergence) only to fail within a few bars https://t.co/3mhqKA8jWt,Currently Dubai
240,1153730405780135939,alaidi,Tue Jul 23 18:15:38 +0000 2019,"Johnson, Hammond &amp; Receding GBP Volatility

https://t.co/unvbvd9yVC

#forex $GLD #forex #GBPUSD #Brexit #BorisJohnson",London
241,1153730254592192514,Swampstompper,Tue Jul 23 18:15:02 +0000 2019,Nice $10 drop from the short setup I posted in $GOLD yesterday. Im still looking for 1395 but would scale some out if short. This is one of my favorite setups on all time frames-price attempts a break out to a new high on weak momentum (divergence) only to fail within a few bars https://t.co/3mhqKA8jWt,"Florida, USA"
242,1153730152603328512,VolumeDynamics,Tue Jul 23 18:14:38 +0000 2019,@NorthmanTrader I see something interesting today... $GLD and $GDX Key Reversal Days setting up here...😎,"Bay Area, California"
243,1153729886583971841,simos_chris,Tue Jul 23 18:13:34 +0000 2019,"@permabear_uk Hard to say...

#gld trails or lead futures although some platforms offer 24/5 so in essence no gap.

One issue is futures settle 1:30pm with electronic trading till 4pm.
Never understood why CBOE doesn’t settle @4pm.","Rockaway Park, Queens"
244,1153729711371182081,Gambiste1,Tue Jul 23 18:12:53 +0000 2019,"$GC $GLD $UGLD $GDX $GDXJ $JNUG $NUGT $DUST $JDST $DGLD
Are You Prepared for a Pullback in Gold and Miners?
https://t.co/ggnYXn9YIw",
245,1153729482181795842,t3live,Tue Jul 23 18:11:58 +0000 2019,"I would not just skim thru this. Take the time.  Focus, take notes and learn a useful lesson that can help you for life.  Yes for life!  Not a bad idea to read thru after market hours $spx $qqq $aapl $bynd $gld https://t.co/0ij1SO3KrK","New York, USA"
246,1153729420529557504,PaydirtPat,Tue Jul 23 18:11:43 +0000 2019,The crew at the RPM discovery hole SE12-008! Can't wait to get stuck in to this bonanza #Gold prospect! $NVA $NVA.ax $Gold https://t.co/1EjjO1Yal7,"Auckland, New Zealand"
247,1153729376711839745,RedDogT3,Tue Jul 23 18:11:33 +0000 2019,"I would not just skim thru this. Take the time.  Focus, take notes and learn a useful lesson that can help you for life.  Yes for life!  Not a bad idea to read thru after market hours $spx $qqq $aapl $bynd $gld https://t.co/0ij1SO3KrK","New York, NY"
248,1153728970665316352,tradingcrudeoil,Tue Jul 23 18:09:56 +0000 2019,"Black Hole in Global Banking is Being Exposed….Does This Fed Data Fail to Include Shadow/Gray Banking Risks? &gt; https://t.co/HvRstFugz4

$SPY $GLD $SLV $BND $XLF #SP500 #gold #silver #stockstotrade #banks","Vernon, Az. USA"
249,1153728808647897089,teshen8lin,Tue Jul 23 18:09:17 +0000 2019,Today’s losers will be tomorrow’s winners $nflx $pg $cmg $subx $gold https://t.co/KPwZBTLa95,
250,1153728625541341185,MaleehaMBCC,Tue Jul 23 18:08:34 +0000 2019,"And #bonds are falling yet again, #equities do not matter if yields are rising? $tlt $gld $spy #mindthegap https://t.co/4293FKsUMV","London, England"
251,1153728372045963274,AdamMancini4,Tue Jul 23 18:07:33 +0000 2019,Nice $10 drop from the short setup I posted in $GOLD yesterday. Im still looking for 1395 but would scale some out if short. This is one of my favorite setups on all time frames-price attempts a break out to a new high on weak momentum (divergence) only to fail within a few bars https://t.co/3mhqKA8jWt,Canada
252,1153728068961415170,fxgoldsilver,Tue Jul 23 18:06:21 +0000 2019,"$GOLD 4h
That sure looks like a double backtest as of now. https://t.co/g3nua0w6AW",
253,1153727411697213442,st9570,Tue Jul 23 18:03:44 +0000 2019,"$GOLD Update. Like lower here and currently bid around the T 1398 area. Setup is still there for a test of the L pivot (Line in the Sand). 1466 area.

No position in GOLD yet waiting below. Video explains this more in detail. https://t.co/ieaQdd4ysg",
254,1153726865657520128,ThePivotKing,Tue Jul 23 18:01:34 +0000 2019,"$GOLD Update. Like lower here and currently bid around the T 1398 area. Setup is still there for a test of the L pivot (Line in the Sand). 1466 area.

No position in GOLD yet waiting below. Video explains this more in detail. https://t.co/ieaQdd4ysg","Toronto, Ontario"
255,1153726800788426752,InfinitusCap,Tue Jul 23 18:01:19 +0000 2019,"M-F @ 8:45amEST we email highest #DayTrading probability inflection #s: #WTI #OIL #FUTURES ~ #CL_F #CL $CL_F $CL

https://t.co/3IPJZ3UIuk

$RIG $USO #fintwit $CVE $SPX $ES_F #ES_F #ES $XOM #Trading $VLO $MRO $COP $SPY #Commodities #Crude $VIX $NQ_F $SPX $ES #OOTT $GLD $CME #OPEC https://t.co/KMBfh56WpZ","Toronto, Canada"
256,1153726605384138753,thestoxlab,Tue Jul 23 18:00:32 +0000 2019,"This #PR from $CASA.V is a sure sign that something big is up at #casaminerals https://t.co/M14jL94IHL #TSX, #TSXv, #CSE, #mining, #gold, #silver, #juniormining, #BC, $GLD, #SLV",The Lab
257,1153725779621978112,15minofPham,Tue Jul 23 17:57:15 +0000 2019,"Mid-day market/ETF trading range: $SPY 75, $QQQ 73, $IWM 71
Top ETFs
94 - $KWEB, $USO
93 - $RSX, $UCO
89 - $SVXY
88 - $XLV
87 - $XLE, $XLF
Bottom
  0 - $UVXY
  1 - $SCO
11 - $IEF
12 - $GLD, $SDS, $SPXS
15 - $SQQQ",Oregon
258,1153725729428910080,Gambiste1,Tue Jul 23 17:57:03 +0000 2019,"Target hit for $INTC
TGT waiting for
$MU 49
$ADBE 316
$TSLA 266
$WMT 116
$V 184
$HD 220
$GS 220
$GOLD 1434
#FF $AXP $BA $CAT $CSCO $CVX $DIS $DD $JNJ $JPM $MCD $MMM $MSFT $NKE $PG $TRV $UNH $UTX $VZ $WBA $XOM $WYNN $XLNX $ACN $FB $NFLX $AMZN $DLTR $EA $BABA $SPY $AAPL $SPX #ALGO https://t.co/jer4eMHmGm",
259,1153725718276321280,ElCryptoChief,Tue Jul 23 17:57:01 +0000 2019,"Gold | $GOLD | $XAU $USD

gold

Long or short it on WCX: https://t.co/2kfJ8dots9 https://t.co/fl4LCxmaDN","Madrid, Spain"
260,1153724955395182592,ForexCOPY_PRO,Tue Jul 23 17:53:59 +0000 2019,#Gold prices could care less that the US Dollar (via the DXY Index) is breaking its downtrend from the May high; bullish momentum remains firm.Where is $GLD heading? Get your #analysis from @CVecchioFX here: https://t.co/iz5xFCn0SR #XAU https://t.co/62LwlQgpHN,Vietnam
261,1153724473838727168,dapstats,Tue Jul 23 17:52:04 +0000 2019,"@DebraRo91758510 @GrantMBeasley Fwiw, I am HODLing to my $GLD calls and looking forward to shorting the dollar",
262,1153724116693856256,InfinitusCap,Tue Jul 23 17:50:39 +0000 2019,"Maybe next time @SirJohnSteele

JUST THE FACTS

ES RTH low ------&gt; 2,990.25 @ 12:04pmEST

ES day high ------&gt; 3,00525 @ 1:47pmEST

#WTI #OIL #FUTURES #CL_F #CL $CL_F $CL $USO #fintwit $CVE $SPX $ES_F #ES_F #ES $XOM #Trading $VLO $MRO $COP $SPY $VIX $NQ_F $SPX $ES $GLD $CME #OPEC https://t.co/zGJ6WuNd1n","Toronto, Canada"
263,1153723882701910016,VolumeDynamics,Tue Jul 23 17:49:43 +0000 2019,Not a good sign here Goldies... $GDX and $GLD are on track for KEY REVERSAL DAY....,"Bay Area, California"
264,1153723101131075584,TradeAlertsHQ,Tue Jul 23 17:46:37 +0000 2019,$SPX $SPY $ES_F $DJIA $TLT $AAPL $FB $TWTR $KO $GOOGL $GLD $VIX $UVXY $QQQ $IVV $BTC $SMH $PYPL $SBUX $MCD $BA $MCD $TGT $XLY https://t.co/cZwb44hmcD,"Redmond, WA"
265,1153722969786593280,davidmoadel,Tue Jul 23 17:46:05 +0000 2019,4 CBD Stocks for the Rest of 2019 https://t.co/Czv66V6vXy $CRON $CGC $WEED $TLRY $APHA $ACB $HEMP $MJNA #stockmarket #stocks #investing #cannabis #cbd #marijuana #potstocks #marijuanastocks #cannabisstocks $SPY $QQQ $DIA $IWM $DJIA $GLD $AAPL $AMZN $TSLA $TWTR $NFLX $MU $AMD $SLV,USA
266,1153722248647204864,corona_cap,Tue Jul 23 17:43:13 +0000 2019,"#GOLD can’t find any more upside here but its ability to avoid downside is amazing.

$DXY is less than 1% away from a new 52 week high, $SPX at all time highs, $TNX is rallying, and a Fed rate cut is fully priced into the markets.

Eventually the commodity has to give. $GLD $GDX",San Francisco | BVI
267,1153721923261665280,Meteo1970,Tue Jul 23 17:41:56 +0000 2019,$eur vs $gold https://t.co/o9L15h2JOm,"Trieste , Italy / e-mail : pietro.di.tora@alice.it"
268,1153721758152843264,ketchsanz,Tue Jul 23 17:41:16 +0000 2019,"$SILVER q
Has also BO on the quarterly; timely.
As said a week ago, now it is game on also for silver. And as said a month ago when $GOLD BO, pm has now entered the second phase of the bull market.
Silver will BO of that c&amp;h at 38 using closing prices, not 50 as is thrown around. https://t.co/hAHd165L9v","Worcester, MA"
269,1153721556117254144,TopherMI,Tue Jul 23 17:40:28 +0000 2019,"I know ""this time is different"" but let's remind ourselves what happened the last time the #Fed started cutting rates.

$SPX $GLD #EURUSD $DXY https://t.co/3kHzbrSb5w","Salt Lake City, UT"
270,1153721479093268481,VenturesTrading,Tue Jul 23 17:40:10 +0000 2019,"#Bitcoin $BTC: +134%
#Oil $USO: +27%
#REITs $VNQ: +19%
#MLPs $AMLP: +18%
#Nasdaq 100 $QQQ: +16%
#S&amp;P 500 $SPY: +14%
#Small Caps $IWM: +13%
#EAFE $EFA: +10%
#Commodities $DBC: +8%
#High Yield $HYG: +7%
#Investment Grade $LQD: +7%
#Bonds $AGG: +4%
#EM $EEM: +2%
#Gold $GLD: 0.04%",
271,1153721158501580801,davidmoadel,Tue Jul 23 17:38:53 +0000 2019,$TLT Will the next cut be 25 or 50 basis points? Does it even matter anymore?       $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX https://t.co/1MUxghJTLx,USA
272,1153720562159673345,davidmoadel,Tue Jul 23 17:36:31 +0000 2019,$TLT What would the stock market look like without all that stimulus?      $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX https://t.co/JI8lEJn3Tk,USA
273,1153720529875918848,VolumeDynamics,Tue Jul 23 17:36:24 +0000 2019,STAND BY GOLDIES... 3 min COMPRESSION $GLD and $GDX bigger move is coming... see if they can get that 28.03 on $GDX or not.,"Bay Area, California"
274,1153720036449591297,davidmoadel,Tue Jul 23 17:34:26 +0000 2019,$TLT Fun with Debt and Liabilities. Yay....      $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX https://t.co/k1Sv30pzzq,USA
275,1153718929216495616,WingTrades,Tue Jul 23 17:30:02 +0000 2019,"Here is a #snapshot of the #market!

#join https://t.co/d6QHPbclTZ for #live #analysis, discussion, and market #news!

#TeamWingtrades #success #WST #economics #economy #politics #money #invest $USO $OIL $SPX $DJI $GOLD $WTI $HAS $SHW $KO $HOG $DGX $PHM $ZION $LW $WHR $ANET https://t.co/StqbqSku0q",
276,1153718297009053696,CryptoIsGh,Tue Jul 23 17:27:31 +0000 2019,"$GCR is $Gold....
Grab some now as its still cheap for the #TCE (Token Conversion Event) on August 1st,2019. Follow @TreosOfficial for more updates https://t.co/ExftDDDLY6 for more info.
8days more to go............ https://t.co/8gmks3uiYb","Volta, Ghana"
277,1153717964690079745,kirillklip,Tue Jul 23 17:26:12 +0000 2019,"#Gold In The Alaskan Elephant Country: The Northern Miner - Top-10, Canada-based Precious Metals Developers. https://t.co/AOzLuwpE2T

$TNR.v #TNRGold #ShotgunGold #DonlinGold #NovaGold #BarrickGold $ABX $NG $LUG.to $MAG $SA $OR $SILV $SBB.to $GDX $GDXJ $GLD $SLV https://t.co/bDWgOgq7lf","Planet #Earth, mostly."
278,1153717371883970571,takeprofit2000,Tue Jul 23 17:23:51 +0000 2019,#Gold prices could care less that the US Dollar (via the DXY Index) is breaking its downtrend from the May high; bullish momentum remains firm.Where is $GLD heading? Get your #analysis   https://t.co/wlz0lUeNJy,United States
279,1153717164119080960,MJDrex,Tue Jul 23 17:23:01 +0000 2019,"GOLD GIVEAWAY 🚀🚀🚀
$GLD $GDXJ 
#Stocks #Gold #GoldStocks
#JohnnyLambo  https://t.co/bXfMNRZ9nM","Burlington, Ontario"
280,1153716937915916288,marc_milam,Tue Jul 23 17:22:07 +0000 2019,"US dollar supposed to be falling with rate cut idea
  but instead it's doing this. 

$DXY $GLD $SLV https://t.co/TnMkENQNnt","Boston,  New England"
281,1153714442678538242,Howlingman8,Tue Jul 23 17:12:12 +0000 2019,"$GC $GLD $UGLD $GDX $GDXJ $JNUG $NUGT $DUST $JDST $DGLD
Are You Prepared for a Pullback in Gold and Miners?
https://t.co/ggnYXn9YIw",
282,1153713782495109122,TITAN_TradingCA,Tue Jul 23 17:09:35 +0000 2019,"GOLD GIVEAWAY 🚀🚀🚀
$GLD $GDXJ 
#Stocks #Gold #GoldStocks
#JohnnyLambo  https://t.co/bXfMNRZ9nM",Canada | USA
283,1153713457222447106,StartBitcoinOK,Tue Jul 23 17:08:17 +0000 2019,Financial Data Privacy? Consumers ‘Could Care Less’—The Ledger #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold ➡️ https://t.co/HOsyh7MaS4,
284,1153712510694039554,Spardei1,Tue Jul 23 17:04:32 +0000 2019,"GOLD GIVEAWAY 🚀🚀🚀
$GLD $GDXJ 
#Stocks #Gold #GoldStocks
#JohnnyLambo  https://t.co/bXfMNRZ9nM",
285,1153710931957956610,AG1L1S,Tue Jul 23 16:58:15 +0000 2019,$GLD time to correct #Commodities #TuesdayThoughts,Everywhere
